srcid,dstid,Sequence
30352,18277,1666
28367,13830,1667
30352,18115,1668
28152,18133,1669
18115,30352,1670
10876,28367,1671
11250,23015,1672
30352,18130,1673
18130,30352,1674
28921,18354,1675
18354,28921,1676
29066,18136,1677
18136,29066,1678
18300,30352,1679
30352,18300,1680
18173,30352,1681
30352,18173,1682
18554,18173,1683
18173,18554,1684
20715,30352,1685
30352,20715,1686
26189,21856,1687
28055,20745,1688
18123,28921,1689
28921,18123,1690
23349,21852,1691
28921,18126,1692
18126,28921,1693
18121,29066,1694
29066,18121,1695
29545,18121,1696
25430,18126,1697
18121,29545,1698
18126,25430,1699
28367,18126,1700
18126,28367,1701
20835,28921,1702
28921,20835,1703
26360,22975,1704
18112,28921,1705
28921,18112,1706
18113,28367,1707
18116,28921,1708
28921,18116,1709
23144,18116,1710
18126,29066,1711
29066,18126,1712
22373,21856,1713
23348,9598,1714
17956,29066,1715
28921,18117,1716
18554,18114,1717
18117,28921,1718
18114,18554,1719
18117,30352,1720
30352,18117,1721
18117,28366,1722
28366,18117,1723
20876,28921,1724
28921,20876,1725
30352,18124,1726
18124,30352,1727
18125,28367,1728
18124,28921,1729
28367,18125,1730
28921,18124,1731
18125,29545,1732
29545,18125,1733
28367,18121,1734
18121,28367,1735
18127,29066,1736
29066,18127,1737
25074,18127,1738
18127,25074,1739
30352,20842,1740
20842,30352,1741
25477,18176,1742
18176,25477,1743
23348,21848,1744
23349,21848,1745
23349,31044,1746
23348,21808,1747
26188,21848,1748
28105,18298,1749
6777,27816,1750
2894,9642,1751
24168,29694,1752
26688,20842,1753
30352,20876,1754
20876,30352,1755
29066,18160,1756
18160,29066,1757
4290,17078,1758
28589,21728,1759
26189,845,1760
28367,20294,1761
14102,21333,1762
26188,21879,1763
29066,20743,1764
30352,20743,1765
20743,29066,1766
20743,30352,1767
20743,28367,1768
28367,20743,1769
24267,29791,1770
20666,28367,1771
28367,20666,1772
20666,25074,1773
25074,20666,1774
28359,20666,1775
18341,28921,1776
18341,30352,1777
30352,18341,1778
28921,18341,1779
18341,29066,1780
29066,18341,1781
30352,20687,1782
20687,30352,1783
18554,20687,1784
20687,28367,1785
20687,18554,1786
28367,20687,1787
28359,20687,1788
20687,28359,1789
28367,18338,1790
18338,28367,1791
20881,29066,1792
29066,20881,1793
20417,25477,1794
27053,20543,1795
14932,21715,1796
7401,21923,1797
1184,21182,1798
26189,882,1799
9238,28152,1800
18280,13005,1801
26289,22882,1802
30352,10662,1803
26988,30113,1804
18304,28921,1805
28921,18304,1806
20666,28921,1807
28921,20666,1808
30352,14714,1809
18341,28367,1810
28367,18341,1811
20743,28921,1812
28921,20743,1813
9059,17253,1814
23348,27702,1815
24934,20758,1816
15339,18227,1817
18227,15339,1818
29066,20687,1819
20687,29066,1820
30352,20666,1821
20666,30352,1822
18554,7030,1823
18554,1888,1824
20687,29060,1825
20683,29066,1826
29066,20683,1827
24267,30111,1828
18617,28412,1829
28367,7044,1830
28547,18282,1831
18554,27281,1832
1357,18227,1833
28367,12440,1834
28367,14413,1835
28367,17322,1836
26279,4099,1837
26279,23262,1838
28367,20645,1839
20645,28367,1840
10449,13612,1841
24680,20270,1842
25908,23028,1843
20645,28359,1844
28359,20645,1845
25318,29441,1846
18554,20645,1847
20645,18554,1848
18219,7677,1849
26289,22939,1850
30352,20881,1851
20881,30352,1852
5260,28660,1853
28367,18089,1854
28367,3627,1855
28367,12383,1856
27816,20724,1857
18554,14338,1858
10106,20753,1859
18481,18554,1860
18561,18227,1861
28991,21069,1862
27394,21097,1863
9935,23412,1864
1357,19272,1865
18169,7537,1866
28367,27285,1867
2446,29660,1868
24808,29577,1869
989,21890,1870
28660,20765,1871
28367,20535,1872
7421,23060,1873
28921,20645,1874
20645,28921,1875
26445,23040,1876
4336,24588,1877
10107,20881,1878
29066,18305,1879
18305,29066,1880
18554,30954,1881
15267,18227,1882
26328,23048,1883
4336,24600,1884
26289,5669,1885
24242,29886,1886
12024,18227,1887
28702,18026,1888
30352,20645,1889
20645,30352,1890
23212,21879,1891
28367,18827,1892
7672,20645,1893
29066,20645,1894
20645,29066,1895
23349,21275,1896
17607,28371,1897
19386,26279,1898
17745,26302,1899
17745,4334,1900
19489,26293,1901
17745,9935,1902
28730,21467,1903
28367,3908,1904
29132,20870,1905
28367,21100,1906
6723,28367,1907
27815,20877,1908
30352,20103,1909
24675,20270,1910
28374,20645,1911
11397,30939,1912
28359,20921,1913
24675,20645,1914
2688,15845,1915
28228,20845,1916
28359,20184,1917
26030,20630,1918
28359,20542,1919
28373,20844,1920
28359,12445,1921
28017,20842,1922
11366,9511,1923
24675,20417,1924
27762,22119,1925
28359,20844,1926
20844,28359,1927
28367,17650,1928
26188,3993,1929
28104,20753,1930
26188,21157,1931
26188,21750,1932
26188,12523,1933
14101,21552,1934
26188,17094,1935
26188,31054,1936
26188,9597,1937
28588,21855,1938
12816,21808,1939
25074,14747,1940
28551,21083,1941
4315,21808,1942
25983,23052,1943
26279,22680,1944
18281,28369,1945
13454,28367,1946
2781,15654,1947
26807,18227,1948
29213,25722,1949
12157,28055,1950
2436,30058,1951
25233,18232,1952
4316,17092,1953
5868,21853,1954
28730,21462,1955
26205,21855,1956
26189,17092,1957
26189,867,1958
12817,27634,1959
20753,6069,1960
26189,12532,1961
26335,21853,1962
19249,15394,1963
11506,14857,1964
22719,21827,1965
23349,21243,1966
11036,14857,1967
26204,12521,1968
26369,21855,1969
7564,22220,1970
14101,21855,1971
28921,20680,1972
20680,28921,1973
18554,20680,1974
20680,18554,1975
28359,20680,1976
20680,28359,1977
29066,20680,1978
20680,29066,1979
28228,18297,1980
28730,21806,1981
2546,16007,1982
26189,17116,1983
26189,12511,1984
26189,21448,1985
22560,21617,1986
26196,21808,1987
28589,21434,1988
26189,9584,1989
26205,21827,1990
26189,21806,1991
26452,21808,1992
26189,21679,1993
14102,21529,1994
11232,14870,1995
26189,27685,1996
26189,21908,1997
26189,21839,1998
26189,13913,1999
26189,21136,2000
25959,21806,2001
7401,21808,2002
26189,10911,2003
4664,21808,2004
22565,21617,2005
12817,9584,2006
15541,28439,2007
18219,10670,2008
18561,16286,2009
23149,18227,2010
9938,23383,2011
26364,22960,2012
28991,20881,2013
28366,18166,2014
29066,18488,2015
28367,16211,2016
23348,22257,2017
23348,12536,2018
25195,21708,2019
18340,1356,2020
18340,7672,2021
28645,21850,2022
28614,9677,2023
11255,25160,2024
26285,23017,2025
18355,9833,2026
18325,29066,2027
26390,23017,2028
26289,22806,2029
7435,22669,2030
26289,12571,2031
4757,24587,2032
29066,18325,2033
2570,22319,2034
28152,20683,2035
1070,30758,2036
25829,20840,2037
18130,4448,2038
18210,24912,2039
20353,25443,2040
25800,29066,2041
14102,21923,2042
17745,26280,2043
18201,25477,2044
2546,16047,2045
5868,21923,2046
26193,21923,2047
22560,21923,2048
14102,21676,2049
20680,30352,2050
30352,20680,2051
14102,21550,2052
1184,21853,2053
26189,27704,2054
26189,21929,2055
26201,21852,2056
28020,20751,2057
28922,20753,2058
29092,20753,2059
28055,18227,2060
28367,27352,2061
28367,25789,2062
10107,17322,2063
28367,2943,2064
24450,11484,2065
20758,30392,2066
11086,30113,2067
13005,17548,2068
24246,30117,2069
20161,25477,2070
25902,23029,2071
29866,21855,2072
18151,25429,2073
18151,25430,2074
5195,25361,2075
18151,1126,2076
18151,5810,2077
28359,27345,2078
11983,30296,2079
2691,20842,2080
19212,28367,2081
20315,28367,2082
1934,30327,2083
18269,30352,2084
2939,24837,2085
24256,29663,2086
28921,13745,2087
26688,20669,2088
28921,20670,2089
13368,18227,2090
26289,29476,2091
30352,18154,2092
18154,30352,2093
23144,20552,2094
13005,20844,2095
26334,7492,2096
11869,19594,2097
10681,14335,2098
18554,16235,2099
28359,25847,2100
28367,18226,2101
18282,24912,2102
18340,28361,2103
29545,31104,2104
26056,21821,2105
26188,4007,2106
28367,20852,2107
23348,27678,2108
17603,28371,2109
20680,28367,2110
28367,20680,2111
26279,23612,2112
26442,23060,2113
11250,25202,2114
26289,27884,2115
24226,29510,2116
2691,15645,2117
7537,18325,2118
28055,20879,2119
28921,9189,2120
19816,20724,2121
11200,20754,2122
18204,28367,2123
28991,18970,2124
27816,18169,2125
24121,29719,2126
24837,20673,2127
16417,18115,2128
6177,30464,2129
18333,7537,2130
26279,4078,2131
25430,18151,2132
25430,16286,2133
25430,18020,2134
20431,24921,2135
6699,25477,2136
19911,25473,2137
24912,9285,2138
11212,14783,2139
11232,14874,2140
26189,21812,2141
14102,21865,2142
14929,21865,2143
26189,21875,2144
26189,21702,2145
26189,31059,2146
4316,21865,2147
28730,21865,2148
26189,19447,2149
22563,21639,2150
26191,21865,2151
1184,21163,2152
7401,22215,2153
26196,21865,2154
9922,21976,2155
2546,21865,2156
26189,865,2157
25881,12540,2158
9922,21865,2159
26335,7130,2160
26189,12952,2161
26739,21389,2162
26189,22248,2163
26189,21756,2164
26189,31109,2165
26189,21849,2166
26201,21849,2167
28589,21865,2168
26189,10932,2169
26189,12529,2170
5868,21865,2171
26205,21931,2172
26193,21865,2173
26057,21844,2174
26189,13939,2175
18276,29066,2176
29066,18276,2177
29066,18192,2178
30986,4432,2179
20881,7537,2180
23990,1487,2181
25477,5197,2182
25477,13381,2183
25497,18153,2184
18154,25455,2185
5197,25368,2186
18304,28366,2187
28366,18304,2188
26188,21668,2189
26188,21912,2190
11405,25152,2191
25908,23046,2192
20443,28938,2193
26189,21654,2194
25881,21902,2195
26370,21923,2196
25959,21802,2197
28730,21923,2198
26188,3988,2199
26334,21930,2200
23348,7099,2201
989,21133,2202
23352,9582,2203
23355,21797,2204
24439,21805,2205
23284,21918,2206
29866,21797,2207
25195,21673,2208
23348,31038,2209
23348,17074,2210
5686,19425,2211
26289,9690,2212
26289,25152,2213
26289,22797,2214
28152,18160,2215
28367,30916,2216
28367,20484,2217
15343,10586,2218
28367,18349,2219
28359,19989,2220
7514,9508,2221
28359,20841,2222
7534,22101,2223
8573,20718,2224
13001,20718,2225
20721,25074,2226
7023,25180,2227
28359,16957,2228
13272,16957,2229
28017,20721,2230
28359,9478,2231
26461,20718,2232
25074,3900,2233
25074,12416,2234
25074,27569,2235
28359,27593,2236
11255,23019,2237
25074,20718,2238
20718,25074,2239
26189,21797,2240
7205,22143,2241
29127,18829,2242
26279,22789,2243
26279,23167,2244
2565,22960,2245
26386,22960,2246
26279,23235,2247
26279,2332,2248
26279,22909,2249
26279,27869,2250
11250,22960,2251
11250,25145,2252
26279,12607,2253
26279,7179,2254
5887,23123,2255
26279,945,2256
1198,22960,2257
25902,23042,2258
26442,22853,2259
26386,23028,2260
26279,9681,2261
6218,23999,2262
7421,22669,2263
25983,22311,2264
25983,22960,2265
25983,23235,2266
26277,22960,2267
26076,23109,2268
28610,22960,2269
26293,22960,2270
26280,22960,2271
26328,23052,2272
2016,28367,2273
8737,18354,2274
18219,25478,2275
26189,21701,2276
1419,19243,2277
18219,4261,2278
18219,2513,2279
18219,25459,2280
23349,21692,2281
23349,9592,2282
26060,21857,2283
25880,21892,2284
1385,2249,2285
23349,14094,2286
26334,21851,2287
18219,18561,2288
18219,6134,2289
20879,1100,2290
6554,29106,2291
18278,29066,2292
18276,29071,2293
18201,30571,2294
14350,28288,2295
18219,7349,2296
18154,28366,2297
19642,25074,2298
14121,22960,2299
26279,25145,2300
26279,23381,2301
12834,22960,2302
26293,945,2303
14946,22879,2304
26360,22996,2305
26279,28776,2306
5881,22960,2307
26279,5642,2308
26188,4010,2309
26279,23592,2310
26279,22311,2311
22580,9665,2312
14101,4737,2313
5867,21864,2314
6007,18480,2315
5867,19446,2316
8962,21559,2317
26188,26528,2318
26188,21892,2319
26056,21825,2320
28588,21864,2321
26188,21162,2322
4315,21864,2323
3338,21162,2324
25902,23610,2325
26442,22998,2326
26188,14873,2327
26188,19446,2328
1183,21128,2329
26188,17098,2330
18325,28379,2331
4250,9506,2332
30352,18204,2333
20360,25477,2334
13429,25477,2335
6058,20669,2336
28921,6988,2337
28367,6763,2338
24912,20685,2339
6214,21340,2340
28367,18184,2341
28367,30975,2342
22186,28367,2343
20718,11369,2344
24424,30117,2345
745,28367,2346
28367,5493,2347
2184,28719,2348
9507,18554,2349
18301,28367,2350
12816,21817,2351
30238,20751,2352
24439,21783,2353
22718,21816,2354
22373,21851,2355
23348,10923,2356
23421,21918,2357
23348,4003,2358
12652,21851,2359
5686,19438,2360
24444,21783,2361
28367,18729,2362
27115,20484,2363
30534,18299,2364
20683,6007,2365
18227,26807,2366
16120,3671,2367
26183,21851,2368
19995,28379,2369
5734,29404,2370
24242,29811,2371
18989,2692,2372
17752,26279,2373
11369,20715,2374
26279,23036,2375
30352,20667,2376
20667,30352,2377
25477,20667,2378
20667,25477,2379
15338,18227,2380
28367,20667,2381
20667,28367,2382
28359,20667,2383
20667,28359,2384
28367,20874,2385
25074,19202,2386
25074,9176,2387
18149,28921,2388
28921,18149,2389
23144,18158,2390
18554,28367,2391
3671,18554,2392
25880,21855,2393
26034,18024,2394
1849,15696,2395
4788,13376,2396
18274,28367,2397
28367,18274,2398
28367,18229,2399
18229,28367,2400
28921,20647,2401
20647,28921,2402
18145,28367,2403
28367,18127,2404
18127,28367,2405
28020,18116,2406
25430,18145,2407
28921,18337,2408
18337,28921,2409
29545,20666,2410
20666,29545,2411
20648,29066,2412
29066,20648,2413
20662,28367,2414
28366,18165,2415
18165,28366,2416
30352,20699,2417
20699,30352,2418
25477,18125,2419
18125,25477,2420
29066,20679,2421
20679,29066,2422
18356,28367,2423
28367,18356,2424
18328,28921,2425
28921,18328,2426
18554,20821,2427
20821,18554,2428
28367,20866,2429
20866,28367,2430
18554,20688,2431
20688,18554,2432
18310,28367,2433
28367,18310,2434
28442,18144,2435
30352,18127,2436
18127,30352,2437
25074,18112,2438
18112,25074,2439
28921,18284,2440
18284,28921,2441
18196,28367,2442
28367,18196,2443
28367,18327,2444
18327,28367,2445
28367,18297,2446
18297,28367,2447
28367,20870,2448
20870,28367,2449
25477,20878,2450
20878,25477,2451
18144,28367,2452
28367,18144,2453
28921,20644,2454
20644,28921,2455
18554,20644,2456
20644,18554,2457
28367,18170,2458
18170,28367,2459
30352,20661,2460
25074,18306,2461
20661,30352,2462
18306,25074,2463
28367,18124,2464
25430,20667,2465
20667,25430,2466
25477,20699,2467
20699,25477,2468
28366,18359,2469
18359,28366,2470
18116,30352,2471
30352,18116,2472
30352,20648,2473
20648,30352,2474
30352,18318,2475
18318,30352,2476
20744,28367,2477
28367,20744,2478
28367,18146,2479
18146,28367,2480
25430,18146,2481
18146,25430,2482
29066,20666,2483
20666,29066,2484
18251,29066,2485
29066,18251,2486
30352,20867,2487
20444,28367,2488
20867,30352,2489
28367,20868,2490
20868,28367,2491
18292,28367,2492
28367,18292,2493
28367,18155,2494
18155,28367,2495
28367,18119,2496
18119,28367,2497
30352,18322,2498
18322,30352,2499
25430,20881,2500
20881,25430,2501
28367,20704,2502
20704,28367,2503
28921,18217,2504
18217,28921,2505
29066,18176,2506
18176,29066,2507
28367,20711,2508
20711,28367,2509
28921,18176,2510
18176,28921,2511
28921,20823,2512
20823,28921,2513
18554,20659,2514
20659,18554,2515
29066,20823,2516
20823,29066,2517
28367,18330,2518
29995,18217,2519
18217,29995,2520
26279,23013,2521
29545,18333,2522
18333,29545,2523
18287,30352,2524
28367,20658,2525
20658,28367,2526
30352,18287,2527
30352,20825,2528
20825,30352,2529
18157,28367,2530
28367,18157,2531
28367,18186,2532
28921,20867,2533
20867,28921,2534
24912,20663,2535
20663,24912,2536
28367,18148,2537
18148,28367,2538
18153,28367,2539
28367,18153,2540
28367,20695,2541
2380,21853,2542
29241,389,2543
26289,22944,2544
18322,29066,2545
29066,18322,2546
20660,28367,2547
29066,18311,2548
18311,29066,2549
28367,20875,2550
20875,28367,2551
28921,20869,2552
20869,28921,2553
28367,18301,2554
29066,20688,2555
20688,29066,2556
20822,28367,2557
28367,20822,2558
28367,18329,2559
18329,28367,2560
18291,28921,2561
28921,18291,2562
28367,18285,2563
18285,28367,2564
28921,20646,2565
20646,28921,2566
18288,28367,2567
28359,18310,2568
20677,29066,2569
29066,20677,2570
1884,8793,2571
28367,18133,2572
18133,28367,2573
29066,18302,2574
18302,29066,2575
28367,20682,2576
28367,20702,2577
20682,28367,2578
20702,28367,2579
28921,18278,2580
18278,28921,2581
28442,20870,2582
29545,18207,2583
18207,29545,2584
26279,23037,2585
23349,21849,2586
18172,28367,2587
28367,18172,2588
28367,20662,2589
28367,18286,2590
18286,28367,2591
18177,28367,2592
28367,18177,2593
28359,20693,2594
20693,28359,2595
28921,20679,2596
20679,28921,2597
29545,20677,2598
20677,29545,2599
23144,20685,2600
25477,18357,2601
18357,25477,2602
29066,18229,2603
18229,29066,2604
25074,18295,2605
18295,25074,2606
25430,18341,2607
18341,25430,2608
25074,18302,2609
18302,25074,2610
28367,18122,2611
18122,28367,2612
29545,18189,2613
18189,29545,2614
25074,18176,2615
18176,25074,2616
19779,18227,2617
30352,18313,2618
18313,30352,2619
30352,18337,2620
18337,30352,2621
30352,18122,2622
18122,30352,2623
18177,29066,2624
29066,18177,2625
28367,18217,2626
18217,28367,2627
28366,20868,2628
20868,28366,2629
28367,20663,2630
20663,28367,2631
20695,29995,2632
29995,20695,2633
20821,28367,2634
28367,20821,2635
28367,20825,2636
20825,28367,2637
18554,18122,2638
18122,18554,2639
28366,18291,2640
18291,28366,2641
28367,18112,2642
18112,28367,2643
20703,28367,2644
28367,20703,2645
25074,18177,2646
18177,25074,2647
28367,18287,2648
25074,18116,2649
30352,18312,2650
18312,30352,2651
18116,25074,2652
18145,25430,2653
18318,28367,2654
28367,18318,2655
28921,18288,2656
18288,28921,2657
20659,28367,2658
28367,20659,2659
23144,18336,2660
18227,29000,2661
29066,18164,2662
18164,29066,2663
23144,20687,2664
18144,29066,2665
29066,18144,2666
20644,28367,2667
23144,20662,2668
29545,18288,2669
18288,29545,2670
28367,18311,2671
18311,28367,2672
23144,18159,2673
24912,20691,2674
20691,24912,2675
29066,20709,2676
20709,29066,2677
28367,18145,2678
28367,18165,2679
28921,20824,2680
20824,28921,2681
28399,10586,2682
28367,18313,2683
18313,28367,2684
20658,30352,2685
30352,20658,2686
18554,20744,2687
20744,18554,2688
25477,18356,2689
18356,25477,2690
14102,21860,2691
25477,18124,2692
18124,25477,2693
28921,18343,2694
26189,17097,2695
18343,28921,2696
20709,28921,2697
28921,20709,2698
29995,18263,2699
18263,29995,2700
28367,20867,2701
20867,28367,2702
28921,20674,2703
20674,28921,2704
23349,21929,2705
29995,18343,2706
18343,29995,2707
28921,18170,2708
18170,28921,2709
20676,29066,2710
29066,20676,2711
25074,18329,2712
18329,25074,2713
26279,22985,2714
18554,18187,2715
18187,18554,2716
20692,28367,2717
28367,20692,2718
28367,20674,2719
20674,28367,2720
22054,30352,2721
26289,22985,2722
28367,18187,2723
18187,28367,2724
28367,20869,2725
20869,28367,2726
18332,29066,2727
29066,18332,2728
25477,18137,2729
18137,25477,2730
28921,18188,2731
